transition_id,map_seed,split,policy_source,action_name,current_position,next_position,outcome,image_path,target_text
train_seed0018_greedy_t001,18,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0018_greedy_t002,18,train,greedy,Down,"[0, 2]","[1, 2]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_002.png,"<prediction>Position: (1, 2). Outcome: safe</prediction>"
train_seed0018_greedy_t003,18,train,greedy,Right,"[1, 2]","[1, 3]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_003.png,"<prediction>Position: (1, 3). Outcome: safe</prediction>"
train_seed0018_greedy_t004,18,train,greedy,Right,"[1, 3]","[1, 4]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_004.png,"<prediction>Position: (1, 4). Outcome: safe</prediction>"
train_seed0018_greedy_t005,18,train,greedy,Right,"[1, 4]","[1, 5]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_005.png,"<prediction>Position: (1, 5). Outcome: safe</prediction>"
train_seed0018_greedy_t006,18,train,greedy,Right,"[1, 5]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0018_greedy_t007,18,train,greedy,Down,"[1, 6]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_007.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0018_greedy_t008,18,train,greedy,Down,"[2, 6]","[3, 6]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_008.png,"<prediction>Position: (3, 6). Outcome: safe</prediction>"
train_seed0018_greedy_t009,18,train,greedy,Right,"[3, 6]","[3, 7]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_009.png,"<prediction>Position: (3, 7). Outcome: safe</prediction>"
train_seed0018_greedy_t010,18,train,greedy,Down,"[3, 7]","[4, 7]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_010.png,"<prediction>Position: (4, 7). Outcome: safe</prediction>"
train_seed0018_greedy_t011,18,train,greedy,Down,"[4, 7]","[5, 7]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_011.png,"<prediction>Position: (5, 7). Outcome: safe</prediction>"
train_seed0018_greedy_t012,18,train,greedy,Down,"[5, 7]","[6, 7]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_012.png,"<prediction>Position: (6, 7). Outcome: safe</prediction>"
train_seed0018_greedy_t013,18,train,greedy,Down,"[6, 7]","[7, 7]",goal,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_000_step_013.png,"<prediction>Position: (7, 7). Outcome: goal</prediction>"
train_seed0018_greedy_t014,18,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0018/greedy/ep_001_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0018_random_t000,18,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0018/random/ep_000_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0018_random_t001,18,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0018/random/ep_000_step_001.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0018_random_t002,18,train,random,Down,"[1, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0018/random/ep_000_step_002.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0018_random_t003,18,train,random,Right,"[2, 0]","[2, 1]",safe,results/A3_dataset_collection/images/train/seed_0018/random/ep_000_step_003.png,"<prediction>Position: (2, 1). Outcome: safe</prediction>"
train_seed0018_random_t004,18,train,random,Down,"[2, 1]","[3, 1]",hole,results/A3_dataset_collection/images/train/seed_0018/random/ep_000_step_004.png,"<prediction>Position: (3, 1). Outcome: hole</prediction>"
train_seed0018_random_t005,18,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0018/random/ep_001_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0018_random_t006,18,train,random,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0018/random/ep_001_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0018_random_t007,18,train,random,Up,"[0, 2]","[0, 2]",wall,results/A3_dataset_collection/images/train/seed_0018/random/ep_001_step_002.png,"<prediction>Position: (0, 2). Outcome: wall</prediction>"
train_seed0018_random_t008,18,train,random,Up,"[0, 2]","[0, 2]",wall,results/A3_dataset_collection/images/train/seed_0018/random/ep_001_step_003.png,"<prediction>Position: (0, 2). Outcome: wall</prediction>"
train_seed0018_random_t009,18,train,random,Up,"[0, 2]","[0, 2]",wall,results/A3_dataset_collection/images/train/seed_0018/random/ep_001_step_004.png,"<prediction>Position: (0, 2). Outcome: wall</prediction>"
train_seed0018_random_t010,18,train,random,Right,"[0, 2]","[0, 3]",hole,results/A3_dataset_collection/images/train/seed_0018/random/ep_001_step_005.png,"<prediction>Position: (0, 3). Outcome: hole</prediction>"
train_seed0018_random_t011,18,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0018/random/ep_002_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0018_random_t012,18,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0018/random/ep_002_step_001.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0018_random_t013,18,train,random,Down,"[1, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0018/random/ep_002_step_002.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0018_random_t014,18,train,random,Left,"[2, 0]","[2, 0]",wall,results/A3_dataset_collection/images/train/seed_0018/random/ep_002_step_003.png,"<prediction>Position: (2, 0). Outcome: wall</prediction>"
train_seed0019_greedy_t000,19,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0019_greedy_t001,19,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0019_greedy_t002,19,train,greedy,Down,"[0, 2]","[1, 2]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_002.png,"<prediction>Position: (1, 2). Outcome: safe</prediction>"
train_seed0019_greedy_t003,19,train,greedy,Right,"[1, 2]","[1, 3]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_003.png,"<prediction>Position: (1, 3). Outcome: safe</prediction>"
train_seed0019_greedy_t004,19,train,greedy,Right,"[1, 3]","[1, 4]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_004.png,"<prediction>Position: (1, 4). Outcome: safe</prediction>"
train_seed0019_greedy_t005,19,train,greedy,Right,"[1, 4]","[1, 5]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_005.png,"<prediction>Position: (1, 5). Outcome: safe</prediction>"
train_seed0019_greedy_t006,19,train,greedy,Right,"[1, 5]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0019_greedy_t007,19,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0019_greedy_t008,19,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0019_greedy_t009,19,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_009.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0019_greedy_t010,19,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_010.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0019_greedy_t011,19,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_011.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0019_greedy_t012,19,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_012.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0019_greedy_t013,19,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_013.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0019_greedy_t014,19,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0019/greedy/ep_000_step_014.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0019_random_t000,19,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0019_random_t001,19,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_001.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0019_random_t002,19,train,random,Up,"[1, 0]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_002.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0019_random_t003,19,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_003.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0019_random_t004,19,train,random,Down,"[0, 1]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_004.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0019_random_t005,19,train,random,Down,"[1, 1]","[2, 1]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_005.png,"<prediction>Position: (2, 1). Outcome: safe</prediction>"
train_seed0019_random_t006,19,train,random,Up,"[2, 1]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_006.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0019_random_t007,19,train,random,Right,"[1, 1]","[1, 2]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_007.png,"<prediction>Position: (1, 2). Outcome: safe</prediction>"
train_seed0019_random_t008,19,train,random,Up,"[1, 2]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_008.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0019_random_t009,19,train,random,Right,"[0, 2]","[0, 3]",hole,results/A3_dataset_collection/images/train/seed_0019/random/ep_000_step_009.png,"<prediction>Position: (0, 3). Outcome: hole</prediction>"
train_seed0019_random_t010,19,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0019/random/ep_001_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0019_random_t011,19,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0019/random/ep_001_step_001.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0019_random_t012,19,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_001_step_002.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0019_random_t013,19,train,random,Up,"[0, 1]","[0, 1]",wall,results/A3_dataset_collection/images/train/seed_0019/random/ep_001_step_003.png,"<prediction>Position: (0, 1). Outcome: wall</prediction>"
train_seed0019_random_t014,19,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0019/random/ep_001_step_004.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0020_greedy_t000,20,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0020_greedy_t001,20,train,greedy,Down,"[0, 1]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_001.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0020_greedy_t002,20,train,greedy,Right,"[1, 1]","[1, 2]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_002.png,"<prediction>Position: (1, 2). Outcome: safe</prediction>"
train_seed0020_greedy_t003,20,train,greedy,Right,"[1, 2]","[1, 3]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_003.png,"<prediction>Position: (1, 3). Outcome: safe</prediction>"
train_seed0020_greedy_t004,20,train,greedy,Right,"[1, 3]","[1, 4]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_004.png,"<prediction>Position: (1, 4). Outcome: safe</prediction>"
train_seed0020_greedy_t005,20,train,greedy,Down,"[1, 4]","[2, 4]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_005.png,"<prediction>Position: (2, 4). Outcome: safe</prediction>"
train_seed0020_greedy_t006,20,train,greedy,Right,"[2, 4]","[2, 5]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_006.png,"<prediction>Position: (2, 5). Outcome: safe</prediction>"
train_seed0020_greedy_t007,20,train,greedy,Right,"[2, 5]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_007.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0020_greedy_t008,20,train,greedy,Left,"[2, 6]","[2, 5]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_008.png,"<prediction>Position: (2, 5). Outcome: safe</prediction>"
train_seed0020_greedy_t009,20,train,greedy,Right,"[2, 5]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_009.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0020_greedy_t010,20,train,greedy,Left,"[2, 6]","[2, 5]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_010.png,"<prediction>Position: (2, 5). Outcome: safe</prediction>"
train_seed0020_greedy_t011,20,train,greedy,Right,"[2, 5]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_011.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0020_greedy_t012,20,train,greedy,Left,"[2, 6]","[2, 5]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_012.png,"<prediction>Position: (2, 5). Outcome: safe</prediction>"
train_seed0020_greedy_t013,20,train,greedy,Right,"[2, 5]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_013.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0020_greedy_t014,20,train,greedy,Left,"[2, 6]","[2, 5]",safe,results/A3_dataset_collection/images/train/seed_0020/greedy/ep_000_step_014.png,"<prediction>Position: (2, 5). Outcome: safe</prediction>"
train_seed0020_random_t000,20,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0020_random_t001,20,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_001.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0020_random_t002,20,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_002.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0020_random_t003,20,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_003.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0020_random_t004,20,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_004.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0020_random_t005,20,train,random,Up,"[1, 1]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_005.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0020_random_t006,20,train,random,Up,"[0, 1]","[0, 1]",wall,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_006.png,"<prediction>Position: (0, 1). Outcome: wall</prediction>"
train_seed0020_random_t007,20,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_007.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0020_random_t008,20,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_008.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0020_random_t009,20,train,random,Right,"[0, 1]","[0, 2]",hole,results/A3_dataset_collection/images/train/seed_0020/random/ep_000_step_009.png,"<prediction>Position: (0, 2). Outcome: hole</prediction>"
train_seed0020_random_t010,20,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0020/random/ep_001_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0020_random_t011,20,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_001_step_001.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0020_random_t012,20,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0020/random/ep_001_step_002.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0020_random_t013,20,train,random,Down,"[1, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0020/random/ep_001_step_003.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0020_random_t014,20,train,random,Left,"[2, 0]","[2, 0]",wall,results/A3_dataset_collection/images/train/seed_0020/random/ep_001_step_004.png,"<prediction>Position: (2, 0). Outcome: wall</prediction>"
train_seed0021_greedy_t000,21,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_greedy_t001,21,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_greedy_t002,21,train,greedy,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_002.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_greedy_t003,21,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_003.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_greedy_t004,21,train,greedy,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_004.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_greedy_t005,21,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_005.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_greedy_t006,21,train,greedy,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_006.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_greedy_t007,21,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_007.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_greedy_t008,21,train,greedy,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_008.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_greedy_t009,21,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_009.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_greedy_t010,21,train,greedy,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_010.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_greedy_t011,21,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_011.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_greedy_t012,21,train,greedy,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_012.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_greedy_t013,21,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_013.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_greedy_t014,21,train,greedy,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/greedy/ep_000_step_014.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_random_t000,21,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0021/random/ep_000_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0021_random_t001,21,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_000_step_001.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_random_t002,21,train,random,Up,"[0, 1]","[0, 1]",wall,results/A3_dataset_collection/images/train/seed_0021/random/ep_000_step_002.png,"<prediction>Position: (0, 1). Outcome: wall</prediction>"
train_seed0021_random_t003,21,train,random,Up,"[0, 1]","[0, 1]",wall,results/A3_dataset_collection/images/train/seed_0021/random/ep_000_step_003.png,"<prediction>Position: (0, 1). Outcome: wall</prediction>"
train_seed0021_random_t004,21,train,random,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_000_step_004.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0021_random_t005,21,train,random,Right,"[0, 2]","[0, 3]",hole,results/A3_dataset_collection/images/train/seed_0021/random/ep_000_step_005.png,"<prediction>Position: (0, 3). Outcome: hole</prediction>"
train_seed0021_random_t006,21,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_random_t007,21,train,random,Up,"[0, 1]","[0, 1]",wall,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_001.png,"<prediction>Position: (0, 1). Outcome: wall</prediction>"
train_seed0021_random_t008,21,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_002.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0021_random_t009,21,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_003.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0021_random_t010,21,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_004.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0021_random_t011,21,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_005.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0021_random_t012,21,train,random,Up,"[1, 1]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_006.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0021_random_t013,21,train,random,Down,"[0, 1]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_007.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0021_random_t014,21,train,random,Down,"[1, 1]","[2, 1]",hole,results/A3_dataset_collection/images/train/seed_0021/random/ep_001_step_008.png,"<prediction>Position: (2, 1). Outcome: hole</prediction>"
train_seed0022_greedy_t000,22,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0022_greedy_t001,22,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0022_greedy_t002,22,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0022_greedy_t003,22,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0022_greedy_t004,22,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_004.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0022_greedy_t005,22,train,greedy,Down,"[0, 5]","[1, 5]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_005.png,"<prediction>Position: (1, 5). Outcome: safe</prediction>"
train_seed0022_greedy_t006,22,train,greedy,Right,"[1, 5]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0022_greedy_t007,22,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0022_greedy_t008,22,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0022_greedy_t009,22,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_009.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0022_greedy_t010,22,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_010.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0022_greedy_t011,22,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0022/greedy/ep_000_step_011.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
